name,mass_mj,radius_rj,period_days,semi_major_axis_au,temp_k,discovery_method,disc_year,distance_ly,star_mass_solar,star_temp_k,remarks,mass_earth,radius_earth,habitability_score,habitability_label
Kepler-343c,,0.18,23.22182,0.167,1093.7,transit,,1361.5,1.04,5807,[37],282.842,2.0178,38.4688,0
Kepler-344b,,0.233,21.963945,0.153,1093.7,transit,,1361.5,0.9,5774,[37],282.842,2.61193,34.61228,0
Kepler-344c,,0.263,125.596809,0.488,1093.7,transit,,1361.5,0.9,5774,[37],282.842,2.94823,39.96708,0
Kepler-345b,,0.066,7.415563,0.066,1093.7,transit,,1361.5,0.59,4504,[37],282.842,0.73986,32.07944,0
Kepler-345c,,0.107,9.387427,0.077,1093.7,transit,,1361.5,0.59,4504,[37],282.842,1.19947,32.54212,0
Kepler-346b,,0.237,6.511127,0.071,1093.7,transit,,1361.5,0.97,6033,[37],282.842,2.65677,34.19292,0
Kepler-346c,,0.274,23.851549,0.168,1093.7,transit,,1361.5,0.97,6033,[37],282.842,3.07154,34.47384,0
Kepler-347b,,0.176,12.79836,0.11,1093.7,transit,,1361.5,1.04,6088,[37],282.842,1.97296,37.50816,0
Kepler-347c,,0.156,27.320871,0.183,1093.7,transit,,1361.5,1.04,6088,[37],282.842,1.74876,39.86496,0
Kepler-348b,,0.136,7.05677,0.076,1093.7,transit,,1361.5,1.15,6177,[37],282.842,1.52456,36.42176,0
Kepler-348c,,0.119,17.265427,0.138,1093.7,transit,,1361.5,1.15,6177,[37],282.842,1.33399,38.42404,0
Kepler-349b,,0.17,5.929778,0.065,1093.7,transit,,1361.5,0.97,5956,[37],282.842,1.9057,37.0772,0
Kepler-349c,,0.175,12.247629,0.105,1093.7,transit,,1361.5,0.97,5956,[37],282.842,1.96175,37.653,0
Kepler-350b,,0.165,11.189562,0.104,1093.7,transit,,1361.5,1,6186,[37],282.842,1.84965,38.6814,0
Kepler-351b,,0.273,37.054919,0.214,1093.7,transit,,1361.5,0.89,5643,[37],282.842,3.06033,33.83868,0
Kepler-351c,,0.285,57.24809,0.287,1093.7,transit,,1361.5,0.89,5643,[37],282.842,3.19485,34.7606,0
Kepler-352b,,0.077,10.05537,0.085,1093.7,transit,,1361.5,0.79,5212,[37],282.842,0.86317,36.95268,0
Kepler-352c,,0.111,16.332995,0.118,1093.7,transit,,1361.5,0.79,5212,[37],282.842,1.24431,37.18276,0
Kepler-353b,,0.079,5.795278,0.051,1093.7,transit,,1361.5,0.54,3903,[37],282.842,0.88559,31.36236,0
Kepler-353c,,0.123,8.410894,0.065,1093.7,transit,,1361.5,0.54,3903,[37],282.842,1.37883,30.58468,0
Kepler-354b,,0.164,5.47666,0.054,1093.7,transit,,1361.5,0.65,4648,[37],282.842,1.83844,30.72624,0
Kepler-354c,,0.117,16.934402,0.115,1093.7,transit,,1361.5,0.65,4648,[37],282.842,1.31157,34.05372,0
Kepler-354d,,0.111,24.209842,0.146,1093.7,transit,,1361.5,0.65,4648,[37],282.842,1.24431,34.94276,0
Kepler-355b,,0.13,11.03189,0.102,1093.7,transit,,1361.5,1.05,6184,[37],282.842,1.4573,39.2108,0
Kepler-355c,,0.242,25.762294,0.179,1093.7,transit,,1361.5,1.05,6184,[37],282.842,2.71282,35.72872,0
Kepler-356b,,0.14,4.612696,0.057,1093.7,transit,,1361.5,0.97,6133,[37],282.842,1.5694,38.2624,0
Kepler-356c,,0.161,13.121632,0.115,1093.7,transit,,1361.5,0.97,6133,[37],282.842,1.80481,38.48076,0
Kepler-357b,,0.164,6.475434,0.063,1093.7,transit,,1361.5,0.78,5036,[37],282.842,1.83844,33.50624,0
Kepler-357c,,0.238,16.85837,0.12,1093.7,transit,,1361.5,0.78,5036,[37],282.842,2.66798,31.32808,0
Kepler-357d,,0.306,49.499875,0.246,1093.7,transit,,1361.5,0.78,5036,[37],282.842,3.43026,30.79896,0
Kepler-358b,,0.243,34.060467,0.21,1093.7,transit,,1361.5,0.95,5908,[37],282.842,2.72403,36.30388,0
Kepler-358c,,0.254,83.488369,0.381,1093.7,transit,,1361.5,0.95,5908,[37],282.842,2.84734,39.23064,0
Kepler-359b,,0.315,25.563222,0.178,1093.7,transit,,1361.5,1.07,6248,[37],282.842,3.53115,32.0354,0
Kepler-359c,,0.384,57.68802,0.307,1093.7,transit,,1361.5,1.07,6248,[37],282.842,4.30464,31.52144,0
Kepler-359d,,0.358,77.095691,0.372,1093.7,transit,,1361.5,1.07,6248,[37],282.842,4.01318,33.98728,0
Kepler-360b,,0.147,3.289672,0.044,1093.7,transit,,1361.5,0.95,6053,[37],282.842,1.64787,37.28852,0
Kepler-360c,,0.187,7.186434,0.075,1093.7,transit,,1361.5,0.95,6053,[37],282.842,2.09627,36.11492,0
Kepler-361b,,0.129,8.486616,0.086,1093.7,transit,,1361.5,1.07,6169,[37],282.842,1.44609,38.53564,0
Kepler-361c,,0.225,55.188023,0.3,1093.7,transit,,1361.5,1.07,6169,[37],282.842,2.52225,38.511,0
Kepler-362b,,0.079,10.327186,0.087,1093.7,transit,,1361.5,0.77,5788,[37],282.842,0.88559,36.68236,0
Kepler-362c,,0.129,37.866281,0.207,1093.7,transit,,1361.5,0.77,5788,[37],282.842,1.44609,37.75564,0
Kepler-363b,,0.103,3.614568,0.048,1093.7,transit,,1361.5,1.23,5593,[37],282.842,1.15463,35.74148,0
Kepler-363c,,0.151,7.542427,0.079,1093.7,transit,,1361.5,1.23,5593,[37],282.842,1.69271,34.20916,0
Kepler-363d,,0.183,11.932125,0.107,1093.7,transit,,1361.5,1.23,5593,[37],282.842,2.05143,33.33428,0
Kepler-364b,,0.138,25.745718,0.178,1093.7,transit,,1361.5,1.2,6108,[37],282.842,1.54698,37.37208,0
Kepler-364c,,0.192,59.980627,0.312,1093.7,transit,,1361.5,1.2,6108,[37],282.842,2.15232,37.63072,0
Kepler-365b,,0.182,10.664903,0.098,1093.7,transit,,1361.5,0.99,6012,[37],282.842,2.04022,37.59912,0
Kepler-365c,,0.146,17.784129,0.137,1093.7,transit,,1361.5,0.99,6012,[37],282.842,1.63666,39.99336,0
Kepler-366b,,0.13,3.281959,0.045,1093.7,transit,,1361.5,1.05,6209,[37],282.842,1.4573,38.0708,0
Kepler-366c,,0.16,12.51616,0.11,1093.7,transit,,1361.5,1.05,6209,[37],282.842,1.7936,38.0256,0
Kepler-367b,,0.116,37.815724,0.201,1093.7,transit,,1361.5,0.75,4710,[37],282.842,1.30036,37.81856,0
Kepler-367c,,0.107,53.578637,0.253,1093.7,transit,,1361.5,0.75,4710,[37],282.842,1.19947,39.26212,0
Kepler-368b,,0.291,26.84768,0.186,1093.7,transit,,1361.5,0.71,5502,[37],282.842,3.26211,28.87156,0
Kepler-368c,,0.346,72.379334,0.36,1093.7,transit,,1361.5,0.71,5502,[37],282.842,3.87866,29.88536,0
Kepler-369b,,0.101,2.732756,0.03,1093.7,transit,,1361.5,0.54,3591,[37],282.842,1.13221,30.87116,0
Kepler-369c,,0.126,14.871572,0.094,1093.7,transit,,1361.5,0.54,3591,[37],282.842,1.41246,31.03016,0
Kepler-370b,,0.142,4.57953,0.054,1093.7,transit,,1361.5,0.94,5852,[37],282.842,1.59182,37.51272,0
Kepler-370c,,0.17,19.02293,0.14,1093.7,transit,,1361.5,0.94,5852,[37],282.842,1.9057,37.9772,0
Kepler-371b,,0.169,34.763278,0.2,1093.7,transit,,1361.5,0.94,5666,[37],282.842,1.89449,39.22204,0
Kepler-371c,,0.159,67.968015,0.313,1093.7,transit,,1361.5,0.94,5666,[37],282.842,1.78239,41.93044,0
Kepler-372b,,0.121,6.849692,0.075,1093.7,transit,,1361.5,1.15,6509,[37],282.842,1.35641,37.07436,0
Kepler-372c,,0.186,20.053763,0.154,1093.7,transit,,1361.5,1.15,6509,[37],282.842,2.08506,35.73976,0
Kepler-372d,,0.151,30.092568,0.201,1093.7,transit,,1361.5,1.15,6509,[37],282.842,1.69271,38.24916,0
Kepler-373b,,0.121,5.535309,0.06,1093.7,transit,,1361.5,0.87,5787,[37],282.842,1.35641,37.17436,0
Kepler-373c,,0.111,16.725948,0.126,1093.7,transit,,1361.5,0.87,5787,[37],282.842,1.24431,38.94276,0
Kepler-374b,,0.092,1.897806,0.029,1093.7,transit,,1361.5,0.84,5977,[37],282.842,1.03132,37.25472,0
Kepler-374c,,0.098,3.282807,0.042,1093.7,transit,,1361.5,0.84,5977,[37],282.842,1.09858,37.24568,0
Kepler-374d,,0.117,5.028219,0.056,1093.7,transit,,1361.5,0.84,5977,[37],282.842,1.31157,36.67372,0
Kepler-375b,,0.129,12.125934,0.101,1093.7,transit,,1361.5,0.89,5826,[37],282.842,1.44609,38.03564,0
Kepler-375c,,0.236,19.986326,0.141,1093.7,transit,,1361.5,0.89,5826,[37],282.842,2.64556,34.03776,0
Kepler-376b,,0.095,4.920199,0.057,1093.7,transit,,1361.5,1.05,5900,[37],282.842,1.06495,39.8802,0
Kepler-376c,,0.16,14.172327,0.115,1093.7,transit,,1361.5,1.05,5900,[37],282.842,1.7936,38.1256,0
Kepler-377b,,0.124,12.509529,0.109,1093.7,transit,,1361.5,0.88,5949,[37],282.842,1.39004,38.21984,0
Kepler-377c,,0.184,27.014976,0.182,1093.7,transit,,1361.5,0.88,5949,[37],282.842,2.06264,36.98944,0
Kepler-378b,,0.067,16.092361,0.112,1093.7,transit,,1361.5,0.96,4661,[37],282.842,0.75107,40.44428,0
Kepler-378c,,0.062,28.906009,0.166,1093.7,transit,,1361.5,0.96,4661,[37],282.842,0.69502,41.30008,0
Kepler-379b,,0.148,20.09838,0.152,1093.7,transit,,1361.5,1.08,6054,[37],282.842,1.65908,38.80368,0
Kepler-379c,,0.204,62.784697,0.326,1093.7,transit,,1361.5,1.08,6054,[37],282.842,2.28684,39.77264,0
Kepler-380b,,0.106,3.930821,0.05,1093.7,transit,,1361.5,1.05,6045,[37],282.842,1.18826,39.24696,0
Kepler-380c,,0.113,7.630004,0.078,1093.7,transit,,1361.5,1.05,6045,[37],282.842,1.26673,39.49308,0
Kepler-381b,,0.088,5.629021,0.066,1093.7,transit,,1361.5,1.34,6152,[37],282.842,0.98648,34.46592,0
Kepler-381c,,0.1,13.391635,0.117,1093.7,transit,,1361.5,1.34,6152,[37],282.842,1.121,35.056,0
Kepler-382b,,0.118,5.262155,0.055,1093.7,transit,,1361.5,0.8,5600,[37],282.842,1.32278,35.80888,0
Kepler-382c,,0.142,12.162701,0.097,1093.7,transit,,1361.5,0.8,5600,[37],282.842,1.59182,35.57272,0
Kepler-383b,,0.118,12.904532,0.095,1093.7,transit,,1695,0.67,4710,[37],282.842,1.32278,34.00888,0
Kepler-383c,,0.111,31.200751,0.172,1093.7,transit,,1695,0.67,4710,[37],282.842,1.24431,35.86276,0
Kepler-384b,,0.1,22.597053,0.148,1093.7,transit,,1361.5,0.76,5577,[37],282.842,1.121,37.676,0
Kepler-384c,,0.101,45.348269,0.236,1093.7,transit,,1361.5,0.76,5577,[37],282.842,1.13221,39.39116,0
Kepler-385b,,0.244,10.043686,0.097,1093.7,transit,,1361.5,1.09,6326,[37],282.842,2.73524,33.19904,0
Kepler-385c,,0.271,15.163161,0.127,1093.7,transit,,1361.5,1.09,6326,[37],282.842,3.03791,32.58836,0
Kepler-386b,,0.124,12.31043,0.096,1093.7,transit,,1361.5,0.74,5178,[37],282.842,1.39004,35.15984,0
Kepler-386c,,0.141,25.193458,0.155,1093.7,transit,,1361.5,0.74,5178,[37],282.842,1.58061,35.57756,0
Kepler-387b,,0.092,6.791636,0.068,1093.7,transit,,1361.5,1.03,5774,[37],282.842,1.03132,40.63472,0
Kepler-387c,,0.079,11.837549,0.098,1093.7,transit,,1361.5,1.03,5774,[37],282.842,0.88559,40.90236,0
Kepler-388b,,0.072,3.173315,0.036,1093.7,transit,,1361.5,0.59,4498,[37],282.842,0.80712,31.74848,0
Kepler-388c,,0.077,13.297004,0.093,1093.7,transit,,1361.5,0.59,4498,[37],282.842,0.86317,33.11268,0
Kepler-389b,,0.135,3.244107,0.041,1093.7,transit,,1361.5,0.78,5376,[37],282.842,1.51335,34.3666,0
Kepler-389c,,0.13,14.51143,0.11,1093.7,transit,,1361.5,0.78,5376,[37],282.842,1.4573,35.9708,0
Kepler-390b,,0.073,6.738088,0.065,1093.7,transit,,1361.5,0.67,5166,[37],282.842,0.81833,33.97332,0
Kepler-390c,,0.07,13.060022,0.101,1093.7,transit,,1361.5,0.67,5166,[37],282.842,0.7847,34.5588,0
Kepler-391b,,0.285,7.416755,0.082,1093.7,transit,,1361.5,1.22,4940,[37],282.842,3.19485,28.4606,0
Kepler-391c,,0.316,20.485435,0.161,1093.7,transit,,1361.5,1.22,4940,[37],282.842,3.54236,28.65056,0
Kepler-392b,,0.089,5.341853,0.059,1093.7,transit,,1361.5,1.13,5938,[37],282.842,0.99769,38.57076,0
Kepler-392c,,0.098,10.423118,0.093,1093.7,transit,,1361.5,1.13,5938,[37],282.842,1.09858,38.86568,0
Kepler-393b,,0.115,9.182417,0.091,1093.7,transit,,1361.5,1.32,6189,[37],282.842,1.28915,34.2634,0
Kepler-393c,,0.119,14.613612,0.124,1093.7,transit,,1361.5,1.32,6189,[37],282.842,1.33399,34.74404,0
Kepler-394b,,0.143,8.005013,0.083,1093.7,transit,,1361.5,1.11,6402,[37],282.842,1.60303,37.04788,0
Kepler-394c,,0.148,12.130686,0.11,1093.7,transit,,1361.5,1.11,6402,[37],282.842,1.65908,37.36368,0
Kepler-395b,,0.092,7.054346,0.061,1093.7,transit,,1361.5,0.53,4262,[37],282.842,1.03132,31.69472,0
Kepler-395c,,0.118,34.989262,0.177,1093.7,transit,,1361.5,0.53,4262,Potentially habitable exoplanet[37],282.842,1.32278,32.84888,0
Kepler-397b,,0.219,22.250949,0.144,1093.7,transit,,3760,0.97,5307,[37],282.842,2.45499,36.46004,0
Kepler-397c,,0.551,135.498527,0.48,1093.7,transit,,3760,0.97,5307,[37],282.842,6.17671,29,0
Kepler-398b,,0.083,4.081423,0.044,1093.7,transit,,1361.5,0.97,4493,[37],282.842,0.93043,40.00172,0
Kepler-398c,,0.09,11.419412,0.087,1093.7,transit,,1361.5,0.97,4493,[37],282.842,1.0089,41.1044,0
Kepler-399b,,0.086,14.425281,0.103,1093.7,transit,,1361.5,0.97,5502,[37],282.842,0.96406,41.31624,0
Kepler-399c,,0.128,26.67569,0.155,1093.7,transit,,1361.5,0.97,5502,[37],282.842,1.43488,40.76048,0
Kepler-399d,,0.169,58.034616,0.261,1093.7,transit,,1361.5,0.97,5502,[37],282.842,1.89449,41.04204,0
Kepler-400b,,0.147,9.024389,0.087,1093.7,transit,,2340,0.97,5886,[37],282.842,1.64787,38.54852,0
Kepler-400c,,0.133,17.340824,0.134,1093.7,transit,,2340,0.97,5886,[37],282.842,1.49093,40.11628,0
Kepler-401b,,0.153,14.383035,0.122,1093.7,transit,,1361.5,0.97,6117,[37],282.842,1.71513,38.97948,0
Kepler-401c,,0.192,47.318218,0.269,1093.7,transit,,1361.5,0.97,6117,[37],282.842,2.15232,40.17072,0
Kepler-402b,,0.109,4.028751,0.051,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.22189,39.53244,0
Kepler-402c,,0.139,6.124821,0.068,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.55819,38.52724,0
Kepler-402d,,0.123,8.921099,0.087,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.37883,39.62468,0
Kepler-402e,,0.13,11.242861,0.102,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.4573,39.6108,0
Kepler-403b,,0.112,7.031462,0.076,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.25552,39.89792,0
Kepler-403c,,0.156,54.280749,0.297,1093.7,transit,,1361.5,0.97,6090,[37],282.842,1.74876,42.34496,0
Kepler-404b,,0.113,11.829851,0.102,1093.7,transit,,1361.5,0.97,5654,[37],282.842,1.26673,40.37308,0
Kepler-404c,,0.153,14.751166,0.118,1093.7,transit,,1361.5,0.97,5654,[37],282.842,1.71513,38.89948,0
Kepler-405b,,0.186,10.613839,0.095,1093.7,transit,,1361.5,0.97,5818,[37],282.842,2.08506,36.95976,0
Kepler-405c,,0.416,29.726682,0.188,1093.7,transit,,1361.5,0.97,5818,[37],282.842,4.66336,28.50656,0
Kepler-406b,0.02,0.128,2.42629,0.117,1093.7,transit,,1361.5,1.07,5538,[38],6.356,1.43488,48.48848,0
Kepler-406c,0.009,0.076,4.62332,0.117,1093.7,transit,,1361.5,1.07,5538,[38],2.8602,0.85196,56.62744,1
Kepler-407b,,0.095,0.66931,0.117,1093.7,transit,,1361.5,1,5476,[38],282.842,1.06495,42.0802,0
Kepler-407c,12.6,,3000,0.117,1093.7,radial vel.,,1361.5,1,5476,[38],4004.28,2.32047,37.05812,0
Kepler-408b,,0.073,2.46502,0.117,1093.7,transit,,1361.5,1.08,6104,"Host star known as HD 176693 or KOI-1612. Reported as 2.1% false positive probable in 2014,[38] but confirmed by 2016.[40]",282.842,0.81833,40.01332,0
Kepler-409b,,0.106,68.9584,0.117,1093.7,transit,,1361.5,0.92,5460,Host star known as Gliese 409[38],282.842,1.18826,39.98696,0
Kepler-412b,0.941,1.341,1.7208604,0.02897,1093.7,transit,,1361.5,1.17,5750,[41],299.0498,15.03261,17.1794,0
Kepler-413b,0.211,0.388,66.262,0.3553,1093.7,transit,,1361.5,0.82,4700,[42],67.0558,4.34948,30.10808,0
Kepler-414b,0.011,0.153,4.7,0.117,1093.7,timing,,1361.5,0.89,5600,[43],3.4958,1.71513,52.28788,1
Kepler-414c,0.094,0.269,7.171,0.117,1093.7,timing,,1361.5,0.89,5600,[43],29.8732,3.01549,32.07804,0
Kepler-415b,0.377,0.108,4.176,0.117,1093.7,timing,,1361.5,0.67,5600,[43],119.8106,1.21068,34.89728,0
Kepler-415c,,,8.708,0.117,1093.7,transit,,1361.5,0.67,5600,?,282.842,2.32047,30.45812,0
Kepler-416b,0.183,0.221,6.319,0.117,1093.7,timing,,1361.5,1,5600,[43],58.1574,2.47741,36.43036,0
Kepler-416c,,,12.209,0.117,1093.7,transit,,1361.5,1,5600,?,282.842,2.32047,37.05812,0
Kepler-417b,0.035,0.206,12.331,0.117,1093.7,transit,,1361.5,0.9,5600,[43],11.123,2.30926,35.10296,0
Kepler-417c,,,15.943,0.117,1093.7,transit,,1361.5,0.9,5600,?,282.842,2.32047,35.05812,0
Kepler-418b,1.1,1.2,86.67856,0.117,1093.7,transit,,1361.5,0.98,5820,[44],349.58,13.452,21.94,0
Kepler-419b,2.5,0.96,69.7546,0.37,1093.7,transit,,1361.5,1.39,6430,[45],794.5,10.7616,19.6,0
Kepler-419c,7.3,,675.47,1.68,1093.7,timing,,1361.5,1.39,6430,[45],2319.94,2.32047,33.31812,0
Kepler-420Ab,1.45,0.94,86.647661,0.382,511,transit,,2900,0.99,5520,[46],460.81,10.5374,31.95388889,0
Kepler-421b,,0.371,704.1984,1.219,1093.7,transit,,1361.5,0.79,5308,[47],282.842,4.15891,38.78436,0
Kepler-422b,0.43,1.15,7.8914483,0.082,1093.7,transit,,1361.5,1.15,5972,[48],136.654,12.8915,18.64,0
Kepler-423b,0.595,1.192,2.6843285,0.03585,1605,transit,,1361.5,0.85,5560,[48],189.091,13.36232,17.717,0
Kepler-424b,1.03,0.89,3.3118644,0.044,1093.7,transit,,1361.5,1.01,5460,[48],327.334,9.9769,20.68,0
Kepler-424c,6.97,,223.3,0.73,1093.7,radial vel.,,1361.5,1.01,5460,[48],2215.066,2.32047,49.11812,0
Kepler-425b,0.25,0.978,3.79701816,0.0464,1070,transit,,1361.5,0.93,5170,[49],79.45,10.96338,19.528,0
Kepler-426b,0.34,1.09,3.21751883,0.0414,1300,transit,,1361.5,0.91,5725,[49],108.052,12.2189,19.028,0
Kepler-427b,0.29,1.23,10.290994,0.091,1100,transit,,1361.5,0.96,5800,[49],92.162,13.7883,21.02,0
Kepler-428b,1.27,1.08,3.52563254,0.0433,1070,transit,,1361.5,0.87,5150,[49],403.606,12.1068,18.266,0
Kepler-430b,,0.29,35.968,0.2244,667,transit,,1361.5,1.17,5884,[50],282.842,3.2509,32.0844,0
Kepler-430c,,0.16,110.979,0.4757,458,transit,,1361.5,1.17,5884,[50],282.842,1.7936,51.13404444,1
Kepler-431b,,0.068,6.803,0.0719,1032,transit,,1361.5,1.07,6004,[50],282.842,0.76228,39.08712,0
Kepler-431c,,0.06,8.703,0.0847,951,transit,,1361.5,1.07,6004,[50],282.842,0.6726,38.9844,0
Kepler-431d,,0.1,11.922,0.1045,856,transit,,1361.5,1.07,6004,[50],282.842,1.121,40.206,0
Kepler-432b,5.41,1.145,52.501129,0.301,1093.7,transit,,1361.5,1.32,4995,Eccentric orbit[51],1719.298,12.83545,19.62,0
Kepler-432c,2.43+0.22−0.24,,11.829851,0.117,1093.7,radial vel.,,1361.5,1.32,4995,[51],282.842,2.32047,30.65812,0
Kepler-453b,0.00063,0.553,240.503,0.7903,1093.7,transit,,1361.5,0.94,5527,[52],0.200214,6.19913,53.006428,1
Mu Leonis b,2.4,,357.8,1.1,1093.7,radial vel.,,133,1.5,4538.2,[3],762.72,2.32047,42.71812,0
OGLE-2008-BLG-355Lb,4.6,,11.829851,1.7,1093.7,microlensing,,22000,0.37,5600,[53],1461.88,2.32047,28.11812,0
OGLE-2008-BLG-92Lb,0.18,,11.829851,18,1093.7,microlensing,,26000,0.71,5600,[54],57.204,2.32047,28.91812,0
OGLE-2011-BLG-265Lb,0.88,,11.829851,1.89,1093.7,microlensing,,14300,0.21,5600,[55],279.664,2.32047,21.11812,0
OGLE-2013-BLG-102Lb,12.569,,11.829851,0.8,1093.7,microlensing,,9900,0.1,5600,Additional planet or brown dwarf in the system.[56],3994.4282,2.32047,32.71812,0
OGLE-2013-BLG-341LBb,0.0073,,11.829851,0.883,1093.7,microlensing,,3790,0.15,5600,One more red dwarf in the system.[57],2.31994,2.32047,52.73824,1
OGLE-2014-BLG-0124Lb,0.51,,11.829851,3.11,1093.7,microlensing,,13000,0.71,5600,[58],162.078,2.32047,28.91812,0
SAND364 b,1.54,,121.71,0.117,1093.7,radial vel.,,1361.5,1.35,4284,"Belongs to Messier 67, also known as BD+12 1917b[59]",489.412,2.32047,30.05812,0
TYC 1422-614-1 b,2.5,,198.4,0.69,1093.7,radial vel.,,2480,1.15,4806,[60],794.5,2.32047,45.51812,0
TYC 1422-614-1 c,10,,559.3,1.37,1093.7,radial vel.,,2480,1.15,4806,[60],3178,2.32047,44.31812,0
WASP-20 A b [ru],"0.72±0,06",1.32±0.03,3.16158,0.04317,1093.7,transit,,663.39,1.05,5990,Binary with planet orbiting primary star[61][62],282.842,2.32047,34.58152,0
WASP-74b,0.95,1.56,2.13775,0.037,1910,transit,,390,1.48,5970,[63],301.91,17.4876,11.14,0
WASP-83b,0.3,1.04,4.971252,0.059,1120,transit,,980,1.11,5510,[63],95.34,11.6584,18.98,0
WASP-85Ab,1.265,1.24,2.6556777,0.039,1452,transit,,243,1.09,6112,[64],402.017,13.9004,18.98,0
WASP-87 b,2.18±0.15,1.39±0.06,1.6828,0.117,1093.7,transit,,1361.5,0.97,5600,[65] Host star also known as CD-52 4998.,282.842,2.32047,36.45812,0
WASP-89b,5.9,1.04,3.3564227,0.0427,1120,transit,,957,0.92,5130,[63],1875.02,11.6584,19.254,0
WASP-94Ab,0.452,1.72,3.9501907,0.055,1604,transit,,590,1.45,6153,[66],143.6456,19.2812,12.1,0
WASP-94Bb,0.618,,2.00839,0.0335,1093.7,radial vel.,,590,1.24,6040,[66],196.4004,2.32047,30.58812,0
WASP-103b,1.49,1.528,0.925542,0.01985,2508,transit,,1500,1.22,6110,Planet close to tidal disruption[67][68],473.522,17.12888,15.997,0
WASP-104b,1.272,1.137,1.7554137,0.02918,1516,transit,,470,1.08,5475,[69],404.2416,12.74577,18.9836,0
WASP-106b,1.925,1.085,9.289715,0.0917,1140,transit,,920,1.19,6055,[69],611.765,12.16285,18.034,0
WASP-108 b,1.167+0.092−0.091,1.215±0.040,11.829851,0.117,1590,transit,,1361.5,0.97,5600,[65] Host star also known as TYC 8254-1624-1,282.842,2.32047,36.45812,0
WASP-109 b,0.91±0.13,1.443±0.053,11.829851,0.117,1695,transit,,1361.5,0.97,5600,[65] Host star also known as TYC 6184-1397-1,282.842,2.32047,36.45812,0
WASP-110 b,0.515±0.064,1.238±0.056,11.829851,0.117,1134,transit,,1361.5,0.97,5600,[65],282.842,2.32047,36.45812,0
WASP-111 b,1.85±0.16,1.442±0.094,11.829851,0.117,2140,transit,,1361.5,0.97,5600,[65] Host star also known as HD 208180,282.842,2.32047,36.45812,0
WASP-112 b,0.88±0.12,1.191±0.049,11.829851,0.117,1395,transit,,1361.5,0.97,5600,[65],282.842,2.32047,36.45812,0
WASP-116b,0.59±0.05,1.43±0.07,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[64],282.842,2.32047,36.45812,0
WASP-117b,0.2755,1.021,10.02165,0.09459,1024,transit,,1361.5,1.13,6038,[70][71],87.5539,11.44541,19.2918,0
WASP-149b,1.02±0.04,1.32±0.04,11.829851,0.117,1093.7,transit,,1361.5,0.97,5600,[64],282.842,2.32047,36.45812,0
XO-2Sb,0.259,,18.157,0.1344,1093.7,radial vel.,,480,0.98,5399,[72],82.3102,2.32047,37.00612,0
XO-2Sc,1.37,,120.8,0.4756,1093.7,radial vel.,,480,0.98,5399,[72],435.386,2.32047,43.83012,0
YBP 1194 b,0.32,,6.959,0.117,1093.7,radial vel.,,1361.5,1.01,5780,Belongs to Messier 67[59],101.696,2.32047,36.85812,0
YBP 1514 b,0.4,,5.118,0.117,1093.7,radial vel.,,1361.5,0.96,5725,Belongs to Messier 67[59],127.12,2.32047,36.25812,0
2MASS J02192210-3925225 b,13.9+1.1−1.9,1.44,11.829851,156,1093.7,imaging,,129,0.11,3064,[2],282.842,16.1424,2.2,0
2MASS J1119-1137,10-May,,32872.5,3.6,1093.7,imaging,,86,0.97,5600,[3][4]Pair of Rogue planets,282.842,2.32047,34.11812,0
Kepler-451b,1.9,,406,0.92,1093.7,timing,,1361.5,0.48,5600,Two additional planets in the system[5][6],603.82,2.32047,42.71812,0
51 Eridani b,2,,11.829851,13.2,700,imaging,,1361.5,1.75,5600,[7],635.6,2.32047,19.71812,0
8 Ursae Minoris b,1.5,,93.4,0.49,1093.7,radial vel.,,519,1.8,4847.4,[8]Proper name Halla,476.7,2.32047,28.51812,0
Aldebaran b,6.47,,628.96,1.46,1093.7,radial vel.,,66.6,1.13,4055,Confirmed in 2015[9] but disputed in 2019[10],2056.166,2.32047,42.91812,0
BD+49 828 b,1.6,,2590,4.2,1093.7,radial vel.,,1460,1.52,4943,[11],508.48,2.32047,24.31812,0
COROT-28b,0.484,0.955,5.20851,0.0603,1093.7,transit,,1800,1.01,5150,[12],153.8152,10.70555,21.006,0
COROT-29b,0.85,0.9,2.85057,0.0386,1093.7,transit,,2500,0.97,5260,[12],270.13,10.089,20.172,0
COROT-33b [fr],59.2,1.1,5.819143,0.0579,1093.7,transit,,2270,0.86,5225,Unusually short period brown dwarf[13],18813.76,12.331,18.358,0
EPIC 203311200 b,,0.51±0.05,540,1.2,1093.7,transit,,1361.5,0.97,5600,"Single transit only, true period unknown[14]",282.842,2.32047,50.11812,1
Gliese 1132 b,0.0051,0.103,1.62893,0.117,580,transit,,39.3,0.18,3270,[15],1.62078,1.15463,44.07992,0
HAT-P-50b,1.35,1.288,3.1220109,0.0453,1862,transit,,1620,1.27,6280,[16],429.03,14.43848,15.506,0
HAT-P-51b,0.309,1.293,4.2180278,0.05069,1192,transit,,1500,0.98,5449,[16],98.2002,14.49453,20.6138,0
